id,gender,customer_type,age,type_of_travel,customer_class,flight_distance,inflight_wifi_service,departure_arrival_time_convenient,ease_of_online_booking,gate_location,food_and_drink,online_boarding,seat_comfort,inflight_entertainment,onboard_service,leg_room_service,baggage_handling,checkin_service,inflight_service,cleanliness,departure_delay_in_minutes,arrival_delay_in_minutes,satisfaction
105553,female,loyal_customer,58,business_travel,business,2091,4,4,4,4,3,5,5,5,5,5,5,4,5,4,0,0,satisfied
94051,female,loyal_customer,41,business_travel,business,2469,5,5,5,5,3,4,4,5,5,5,5,5,5,4,0,0,satisfied
20971,NA,loyal_customer,34,personal_travel,eco_plus,994,5,4,5,4,3,5,3,3,4,4,5,3,4,3,0,0,satisfied
126448,male,disloyal_customer,25,business_travel,eco,1199,3,2,2,5,5,2,5,5,4,4,4,3,5,5,6,0,satisfied
50402,female,loyal_customer,36,business_travel,business,125,0,4,0,4,4,4,5,4,4,4,4,3,4,3,0,2,satisfied
110939,female,loyal_customer,51,business_travel,business,1979,1,1,1,1,5,4,5,4,4,4,4,5,4,4,8,9,satisfied
124931,male,loyal_customer,57,business_travel,business,1989,3,3,3,3,3,4,4,5,5,5,5,5,5,4,2,0,satisfied
61600,female,loyal_customer,32,business_travel,business,3473,4,4,4,4,4,4,4,4,3,4,5,4,4,4,0,0,satisfied
61966,NA,loyal_customer,32,business_travel,eco,2541,5,5,5,5,5,NA,5,5,4,1,4,3,4,5,30,17,satisfied
121363,female,loyal_customer,40,business_travel,business,1730,5,5,5,5,2,5,4,5,5,5,5,4,5,5,0,0,satisfied
116043,male,loyal_customer,33,business_travel,business,3133,2,2,5,2,4,4,4,4,2,2,1,2,2,4,0,12,satisfied
11919,female,loyal_customer,36,business_travel,business,710,2,4,2,2,2,5,4,5,5,5,5,4,5,5,0,0,satisfied
121016,female,loyal_customer,53,business_travel,eco,978,4,2,2,2,3,3,2,3,3,4,3,4,3,1,5,0,satisfied
2544,female,loyal_customer,46,business_travel,business,3828,5,5,5,5,4,3,3,4,4,4,4,5,4,4,8,5,satisfied
2894,male,loyal_customer,45,business_travel,business,2788,5,5,5,5,5,4,4,5,5,5,5,3,5,3,0,0,satisfied
79948,female,disloyal_customer,16,business_travel,eco,1186,5,5,5,5,4,5,4,4,4,1,3,1,5,4,0,0,satisfied
126455,female,loyal_customer,52,business_travel,business,1718,1,1,1,1,3,5,5,5,NA,5,5,4,5,3,40,34,satisfied
71448,female,loyal_customer,40,business_travel,business,2694,1,1,1,1,5,4,5,5,NA,5,5,3,5,4,0,0,satisfied
104382,male,loyal_customer,60,business_travel,business,493,4,4,4,4,2,4,5,3,3,3,3,3,3,3,0,0,satisfied
122124,NA,loyal_customer,28,business_travel,business,936,2,2,2,2,5,5,5,5,5,5,5,4,4,5,0,0,satisfied
118240,NA,loyal_customer,34,business_travel,business,2454,1,1,1,1,4,4,4,4,2,4,5,4,3,4,8,12,satisfied
3706,female,loyal_customer,9,personal_travel,eco,1190,4,4,4,3,4,4,4,4,4,4,4,5,5,4,0,0,satisfied
23062,female,loyal_customer,45,business_travel,eco,139,3,3,4,3,1,4,1,3,3,3,3,5,3,1,2,26,satisfied
111702,NA,disloyal_customer,28,business_travel,business,1587,4,5,5,2,4,5,1,4,3,5,4,3,5,4,0,0,satisfied
99024,male,loyal_customer,30,business_travel,business,368,4,4,4,4,4,4,4,4,1,2,3,2,5,4,0,0,satisfied
100722,male,loyal_customer,52,business_travel,business,3838,2,2,2,2,3,4,4,4,4,4,4,3,4,4,76,82,satisfied
910,NA,loyal_customer,43,business_travel,business,125,2,2,2,2,5,2,2,5,5,5,5,5,5,5,0,0,satisfied
7842,male,loyal_customer,41,business_travel,business,2586,2,2,2,2,5,3,4,5,5,5,5,3,5,4,0,3,satisfied
62521,female,disloyal_customer,20,business_travel,eco,1235,2,2,2,5,4,2,1,4,3,5,4,4,5,4,5,0,satisfied
69505,female,loyal_customer,43,business_travel,eco,303,4,2,2,2,5,5,3,3,3,4,3,4,3,3,0,11,satisfied
30286,NA,loyal_customer,42,business_travel,business,1609,1,1,5,1,3,5,4,4,4,4,4,4,4,5,14,14,satisfied
110281,NA,loyal_customer,50,business_travel,business,1046,3,3,3,3,4,5,5,3,3,4,3,3,3,5,0,0,satisfied
54172,NA,loyal_customer,26,business_travel,business,2560,2,2,2,2,4,4,4,4,5,3,4,3,4,4,0,0,satisfied
93125,NA,loyal_customer,44,business_travel,business,588,3,3,3,3,4,4,4,3,4,5,4,4,3,4,146,131,satisfied
34218,male,loyal_customer,58,business_travel,business,2364,2,2,2,2,4,4,4,4,4,4,4,3,4,4,2,0,satisfied
2614,male,loyal_customer,52,business_travel,business,3187,4,5,4,4,2,5,4,5,5,5,5,3,5,3,1,0,satisfied
87819,female,loyal_customer,59,business_travel,business,2774,0,5,0,1,5,NA,4,3,3,3,3,5,3,4,0,1,satisfied
99621,female,loyal_customer,57,business_travel,eco,409,4,5,5,5,3,2,5,4,4,4,4,5,4,3,22,23,satisfied
48694,NA,loyal_customer,55,business_travel,business,3824,1,1,1,1,5,5,4,4,4,4,4,4,4,3,26,13,satisfied
110975,NA,disloyal_customer,20,business_travel,business,589,0,4,0,4,4,0,4,4,4,3,4,4,4,4,0,0,satisfied
